Id,SalePrice
2658,134998.9877592564
2718,183179.37994626886
2414,233980.85402703777
1989,124259.9199541819
625,186796.8294466508
333,88217.81653956765
1327,99279.59725985168
858,148944.41390565346
95,178934.0991144316
1568,162527.32966998772
2482,175578.45164961932
1364,119218.84770486476
2584,142628.68398347008
818,279960.66641953785
2673,161240.13269986399
2089,117108.34112356839
1297,172574.8212337943
790,112349.36048421699
2616,194302.0985031832
720,218059.02504245733
222,154342.89359395945
557,127126.83825987688
1148,202267.4595608214
2766,170182.06576233072
534,185488.78529320605
1452,111879.60655408094
630,147433.75604467996
2648,144235.39079699264
125,171513.88323385673
1904,39385.022571350506
1670,98743.81798926613
756,100753.13724003451
717,245165.9549577854
1032,162440.03687745
852,225835.2479365007
1731,174201.22393386188
2639,116937.99389549386
2071,56675.8502123558
1267,141943.29014572772
1851,187775.36027835743
567,172526.4524519498
2439,227985.98361648334
1898,157186.0551332437
647,173209.09519461927
2256,242136.23642465752
979,104255.740375249
1444,236430.96620065055
2485,117215.3505173431
157,114657.74791133929
88,123968.00211550336
2003,106548.42420616437
186,201434.72793191054
1425,255117.85127509467
2695,127363.46906308793
738,119230.134444959
395,154475.61101572396
1353,151765.98260795613
1878,148905.96956638256
390,164498.67719634724
1456,244889.15832336404
1103,297367.96872118086
1387,134118.06986361422
2070,162430.5148343244
1199,169896.9620476863
2479,188246.87587115687
501,300941.25757550535
2362,86514.92474507507
1718,217708.8298725464
2188,89835.20540057705
1483,188853.9516607377
2557,91714.42944448096
437,328374.40621749236
2224,201654.9192811453
1628,202181.12818006717
397,134445.13971940835
587,217189.53780190402
2182,488603.69963207905
971,146483.64766310365
2611,141484.45864167192
1887,72704.59479724453
2399,349024.2432050159
2148,213392.488941264
304,123094.50494513664
1997,144670.51645342004
2817,137963.20655153837
1431,208918.58302762843
427,317723.7206366835
263,127055.49317103476
598,197934.4946038189
2895,241829.238975833
687,137128.95109926275
1822,136021.26294318066
2191,107996.81603544937
179,103265.36530329994
1009,223525.92235279072
2010,116528.46161436397
1991,152346.80319700745
1411,168202.33639919554
1721,232892.69964103086
1144,203569.97406771098
593,217552.01959741567
575,310714.1737607205
1249,188443.83736171867
1604,115818.45913298446
1064,389109.45412149245
1923,152270.18802214577
1988,101585.08350709199
2325,187486.12700006855
114,204916.88475109794
2700,172214.6161514096
217,138026.39603183093
343,194169.969310293
386,226643.6902773814
2005,110247.52851449918
2908,118319.15466963354
1814,243984.32092077416
2446,422913.71706601046
208,167196.18191799958
1679,125861.46034393474
822,332720.9702785128
6,198537.7991633271
1781,361762.4697604349
2397,292667.21649860055
2340,282988.23167554184
1618,168103.36544109232
2843,148482.9776030273
1061,336831.3996943442
2786,110972.80546154422
1935,134864.69994723913
1341,136148.66652384444
521,267138.9609147836
2136,154799.52846218328
996,207679.64333385884
227,149365.16716693417
135,188937.95746775484
1167,162625.36793769323
294,225996.99977832852
1776,188238.5950903779
540,182741.06298216432
1717,216822.30948987755
2303,122216.02345395883
116,187203.96438264987
127,139327.3248172052
1371,126111.32761471323
1014,176347.40537318893
1507,84252.5486272558
702,152534.10295647773
750,151103.60130976845
261,145471.03120830716
1559,64416.35220765126
577,214743.99196008348
2812,202364.6208494644
2080,149530.56120920918
1368,108737.90228829763
2376,133563.15111049794
659,124420.94810343636
1235,124978.06362727826
332,75677.06340413954
1917,139098.7668178742
2094,259474.83769476812
1460,254867.38544514115
1471,228898.2152752285
1509,115600.06603168024
1922,121603.95148017257
433,400896.59351106203
460,273154.31705535366
1116,239539.56325376482
1137,170357.1367839786
53,194088.8153301548
2354,253984.37928133179
1475,201520.903831877
1761,406029.8877761477
842,132777.11082231137
2739,186934.79206603082
2509,165255.21389162418
1007,216312.27461554852
2610,182481.42255412068
1952,93307.30321559717
2719,180292.7296101483
2921,91211.40736569173
1966,129070.46304885067
292,124559.45261082701
1204,204779.26126767107
1829,264086.4802170016
2419,198018.58228908273
391,167889.19037784744
798,113186.51566791657
481,226952.08185696986
193,199354.2511136211
555,116207.71018508612
899,51177.36659235915
2357,186977.05072593177
328,136576.0213873851
1356,108856.52921244428
1154,103813.14139416635
1730,203089.78715284812
2249,160359.56826456133
1119,281705.4378081866
2856,146075.21374781727
1394,125825.41858202085
2587,121854.76824625861
61,277591.40929867246
2661,174326.7863093744
2711,122539.72621225985
1147,201230.9701168921
757,139036.10160184666
2623,67263.05059284458
2378,156598.58649168417
1413,150925.35783896607
1722,228247.36385780395
1112,241326.04126243934
1623,193962.10868850956
1201,215635.28481922144
1513,118241.68306487781
957,395309.60609500896
1171,265284.9135393095
1145,207146.59680262528
2726,216560.14748183265
703,141469.7620146779
760,107569.18602209767
1964,139915.9548818629
2512,198350.0854245902
159,140069.04732395936
1281,184543.66032681268
468,211334.84686795517
290,129547.25803634853
665,111789.10911021574
1463,251481.07094159763
1792,214424.217138758
923,125665.99729959149
500,273962.6683328134
1408,160379.83742543712
331,79217.42563372913
170,170566.11197209498
2192,94598.84658424983
2571,287353.6905665595
2314,178074.6321081085
2647,82124.81846212031
422,382023.74903236306
2457,322131.3450295336
1838,201904.4520330149
2805,250201.3661592622
1645,157030.62942742938
1711,288150.3136200199
2825,250271.06725436152
322,323178.52729130344
2103,262181.4074741197
342,111990.34726255073
600,114955.5786779082
