Id,SalePrice
2658,127808.54466633583
2718,162030.38115668573
2414,226286.98113722476
1989,108043.06862684178
625,178172.18282531248
333,96385.15977807187
1327,108726.18648812386
858,143070.17529690333
95,174249.7792446299
1568,168597.5099688397
2482,160715.16283199866
1364,139942.65145171373
2584,146630.40388198762
818,268174.7745528489
2673,149980.81297557775
2089,117729.61691508573
1297,148843.6558141796
790,115573.79902836126
2616,204596.78638753432
720,278444.46514949994
222,155118.8772743547
557,125064.36984268963
1148,205249.58676880435
2766,161291.5849813206
534,185526.52827165806
1452,113177.42512836288
630,129123.60369658953
2648,125271.46843195273
125,153130.9865116606
1904,60755.14252179287
1670,109413.12240959652
756,89521.68189814647
717,261870.5878499204
1032,155684.22177591812
852,222563.9087413738
1731,169820.1083019418
2639,109515.79859029946
2071,81612.11391561296
1267,118568.85816362801
1851,175204.64481764514
567,165988.58104628307
2439,214762.53359399253
1898,148218.55156790913
647,210177.9363765927
2256,213671.59563220685
979,102171.77700429418
1444,222843.13140780877
2485,119734.284364451
157,129479.2075944994
88,128827.07855874099
2003,111936.17860829091
186,196367.52879865596
1425,234242.36808291788
2695,167275.12258248456
738,99790.86402082365
395,158410.32449238782
1353,144568.47213657957
1878,140064.54087425553
390,151347.24730884974
1456,235967.9768624944
1103,319367.6299871184
1387,122898.70646423788
2070,142915.78199195402
1199,170207.6915548732
2479,169536.32867216636
501,338271.8702937227
2362,94266.07698517814
1718,200408.34547407238
2188,84407.04088240312
1483,151303.01315877144
2557,84506.10628992443
437,369233.94367025816
2224,116381.33195201283
1628,183026.2762489849
397,134263.82554665423
587,216158.43225461832
2182,771501.5727840731
971,129627.11345910952
2611,136810.21878760538
1887,100787.04331583362
2399,349252.8344489274
2148,194078.20354230903
304,121148.54285909014
1997,146124.6514574962
2817,111570.96658567748
1431,213343.17671071526
427,340894.2696529861
263,115857.22088442126
598,170386.28727624772
2895,204480.8836226049
687,125728.2797404486
1822,137297.01893390235
2191,97170.79038387888
179,117635.01946719892
1009,177114.49062853673
2010,135669.1944285821
1991,154694.46641814627
1411,200573.47853874246
1721,234692.28161682023
1144,191569.5927367924
593,225054.11354410954
575,287227.3367877796
1249,169684.9133314186
1604,111807.21515750328
1064,487489.5641096674
1923,162554.5972149894
1988,106651.11497934841
2325,168271.23236576383
114,205708.86270293256
2700,178400.94048996858
217,146748.80212305172
343,183707.15523711202
386,224627.71910909936
2005,92301.47629320879
2908,150979.53629315138
1814,261506.8542313191
2446,523754.80801349937
208,147052.79669596598
1679,111307.26331748218
822,363367.9800526074
6,206241.58557244582
1781,407084.01103101944
2397,269370.69433947187
2340,303837.43168503116
1618,193303.37949099918
2843,134875.81339532597
1061,355590.43581669626
2786,119149.20411186952
1935,140258.47460830476
1341,121031.86358031913
521,269660.6334435774
2136,135731.48267201983
996,213105.4755758815
227,144382.30590044954
135,182492.7069353636
1167,150143.7257000018
294,214876.19224978017
1776,201707.26969207873
540,165929.12591791616
1717,197411.700019043
2303,133335.15220185864
116,186931.83569024882
127,132872.08418957124
1371,150862.28102085154
1014,94173.00567970754
1507,106930.25491696439
702,98723.18484531372
750,139679.88364840072
261,153048.59511135213
1559,72272.25277779053
577,186162.5301609332
2812,190704.03709519684
2080,168293.71905577296
1368,104712.59226337947
2376,120786.21147829352
659,105522.18926844977
1235,139693.68336718687
332,79310.36491569942
1917,138972.82344034134
2094,271130.8967579905
1460,264164.0399260684
1471,215921.75299236158
1509,123056.13400852885
1922,144713.64044152715
433,573335.9659624525
460,244086.50343319587
1116,228031.0083994245
1137,174450.819723423
53,179380.08424992513
2354,260672.96110202235
1475,190295.40897877442
1761,470639.0055834738
842,134296.25064735237
2739,158092.48045170316
2509,148155.55785157415
1007,195472.20856605386
2610,165448.49654415526
1952,83622.55219334556
2719,164889.4384936724
2921,94712.54729079342
1966,134051.38195887877
292,92267.82925501344
1204,185890.49419510757
1829,263916.193918678
2419,187391.79653228627
391,150880.6190947225
798,116049.16895915204
481,199128.94963168542
193,116727.68156844094
555,142775.13559812738
899,59263.50012590182
2357,179750.36760934835
328,125389.89892306051
1356,99850.20485772617
1154,107721.7825637107
1730,180207.37493245583
2249,146873.64503209974
1119,276880.7770769307
2856,155935.8775526041
1394,119096.85477539773
2587,140489.25992544976
61,323574.9307849564
2661,179611.2976467981
2711,144964.87842145003
1147,180197.6362043989
757,134928.88707224972
2623,94187.16227862172
2378,133928.0727303405
1413,146408.41219269249
1722,216513.08166376135
1112,216942.62911832935
1623,189352.06715237504
1201,214925.78328902644
1513,138815.67778361368
957,970069.4157328324
1171,247870.70874570537
1145,194683.3668531602
2726,226309.7733785803
703,157677.61885070647
760,106442.9893647885
1964,139027.83297760022
2512,165355.0054018688
159,140903.82471319413
1281,158347.83719945024
468,191875.21020952554
290,132499.8767189645
665,103334.99041511545
1463,242437.6197442907
1792,232255.30644723625
923,143705.2832064515
500,242396.9605894038
1408,186026.41030400057
331,83394.39184503544
170,117582.17543157966
2192,96832.46015242845
2571,235583.76181625575
2314,179209.76051208825
2647,92639.35309890345
422,437684.8480943133
2457,375813.1354741908
1838,194016.63247758793
2805,274540.92796531005
1645,154410.93784295928
1711,284221.12161993876
2825,249258.47591188925
322,373431.23686873994
2103,243743.79481910978
342,119137.63815172279
600,121122.59175581069
488,180522.20391055942
1725,275437.3705855933
2246,295901.7501357789
2847,154978.70214612284
806,246460.9414703609
530,232601.1724976907
963,177011.04823116426
2678,96204.94577800861
171,75973.7128972892
2401,426239.77265163197
805,230633.28340159194
2259,250740.46777598065
1748,187192.06805254339
1361,121257.82512089076
1677,108460.88211484846
1406,149697.5722595281
2322,253617.1793048112
688,148512.20877946995
143,141026.23098320485
804,214441.20469162
1214,166738.27118337082
2828,143474.16126544194
1999,167050.5929690233
2467,192243.92378025415
2665,154247.7896895174
1538,352290.5350954588
398,113576.10782954912
2822,137888.2322782157
2157,148215.22169153538
1856,192330.04638974988
1269,94843.6988223746
2570,119887.28856240214
2320,230510.85380847924
1517,115155.60560776024
2304,122264.09892530412
1312,99658.36752664081
2012,134019.47789626982
506,247795.4778116371
2865,271374.64632819087
2367,96283.24664107316
554,74471.45718570515
238,137354.23296171436
1954,122181.75727957014
2488,139352.46637989153
2291,79613.60974809022
1969,101892.31085382245
2725,174694.69534979563
1482,149982.66320345743
2763,194756.5617424139
503,257934.0896339637
1584,252043.39036688124
1531,138560.1517910713
2210,146629.84751820413
459,294224.3063141861
556,126093.64062506762
1347,154102.30476353277
1290,86694.30910451482
1388,107562.1675511526
1571,703356.1361586491
2754,204703.0581367597
765,130236.53204352486
2494,129057.98654148413
2870,217757.60276044774
7,202721.606142746
1114,259992.83826059528
2418,269666.50273620547
291,120136.92766260104
18,301100.70237354096
39,387903.2237973208
1001,245974.54442837814
2442,217004.76017454674
616,116853.07837612214
2680,82516.85881360319
1414,130069.67895053932
289,140622.36505050672
40,250646.99869181492
860,115197.7249340035
409,123386.19929152969
673,147351.00956829506
2427,169064.76939955435
2036,244886.24053599063
2564,127604.5268034598
642,132439.35159840432
1008,189983.1511431647
1908,142130.40444281287
2519,175338.45010279753
1369,124262.72278733418
2855,147935.9405333203
712,109425.44141919713
1943,108786.439958746
1958,133077.7950795923
107,150267.54678426948
2295,180765.06098201827
704,90078.9619846642
676,126494.35586612293
259,186283.02111157926
93,271443.04295106226
106,237183.21397710405
2315,175745.2351760286
1050,108228.87464307495
1095,213670.56916834158
2709,149234.92615714655
758,156053.78970188988
1496,132711.31532981116
2370,121388.00746689412
2458,292173.4018631512
2733,145038.43651058548
161,259287.2520768322
726,134711.21341972894
845,196711.7788011088
947,268047.0280488918
2232,118037.8507819277
2563,139543.6659870726
2299,156857.40124434116
211,75460.60173895527
605,155279.64124590045
1478,196624.40007309616
2247,295452.6687152916
2274,209526.87478583018
2869,197619.628332702
967,199188.9577973125
2656,130987.07067552207
667,167712.6217799917
1042,102943.09449649512
2023,134050.20892391715
2447,385684.5141316427
2055,114976.51932505952
2275,285081.99160761497
2204,142621.8443189157
1563,281589.15103435813
483,217172.70323099158
796,137312.48068867804
1526,175157.63800586585
2042,110039.27585691781
442,339540.7081689696
1693,314995.4053702524
1468,228104.1611581815
1430,202817.33967735094
2605,106921.88237057414
1529,185208.76023598685
335,164693.68056434634
1287,134541.57248485435
31,107685.22436501885
1785,315613.77454294055
82,149295.44691239967
2620,120334.70470448157
252,197376.28824077724
721,59308.31856953815
2165,184688.72178235571
2316,196741.89700100364
775,116903.71079588217
1558,93304.41055962272
17,229009.427455542
1022,237155.94099608093
925,123082.06957470268
438,264799.9377312473
1270,122243.69961824529
1272,126760.64714553434
215,131096.71342067048
266,225718.45078279695
2402,275305.2652446037
1250,111624.79969798682
1984,120087.23809692002
1279,143096.22182575118
377,246730.5845721756
1252,96771.39433926964
2156,265185.0042416874
499,322269.4961567159
1374,137316.21026616538
2898,215469.3577561188
401,112748.49404988589
2721,139945.12492935293
2078,245085.7630665689
2589,143002.17356896578
1946,252288.05986719226
1334,119633.4863379831
2781,222019.42642928503
431,427675.65633963794
576,172281.62868045998
1474,202797.8737252415
2254,122875.39315527353
2155,286401.27223072015
885,97806.78832766386
643,138691.03563276146
1944,125385.74027513327
480,190907.42005709946
2845,98496.32147430936
2387,326618.9764830743
2407,183914.17823801129
2527,169319.07731875512
2514,147527.18641433495
629,121883.6547290777
80,223802.953158241
1876,145018.76851668427
1546,130968.82735843089
2518,171792.43737543185
2347,157555.75675137324
783,266010.3000950627
1322,49765.32720260586
194,87598.33639529331
1770,281095.4367528817
2143,128057.90714510847
1229,196392.57054890646
511,275119.3706332408
46,217181.56965271334
1348,144450.9210802713
2465,179093.65446867925
387,230059.81415103687
873,220456.63971826978
1918,138976.40623995237
2764,231623.58387673838
2184,117051.45081645252
934,137844.22976136446
1920,124226.75575146616
2631,141597.1789681873
1768,721002.5259871471
2040,136790.92155587458
1749,225447.52592787344
834,232252.01736061447
1457,235976.28246136694
79,124659.99367626915
2302,116629.22828686582
1817,145989.24945082213
2755,227475.17425097892
359,177946.82180259743
2059,115749.81783833122
2092,247095.9926267365
2516,221550.40952760322
