Id,SalePrice
2658,131965.56043272582
2718,178376.7688681333
2414,223860.761123572
1989,125579.23835232729
625,198321.30345219863
333,87871.3176122152
1327,100043.507191158
858,157692.87390494635
95,175400.03333647223
1568,164586.03010177898
2482,174814.85427441585
1364,121704.47571084273
2584,140555.9436082688
818,272403.5813697378
2673,161929.55099884977
2089,129485.89522182767
1297,160694.0273296205
790,110889.23352444732
2616,202768.21355488928
720,221066.3906719725
222,161156.16580267073
557,129990.43040545305
1148,203892.44707707746
2766,184872.6619425097
534,186979.12629400598
1452,113039.74341625502
630,147973.51354375572
2648,148456.17973959364
125,171491.55563513035
1904,24235.973537315527
1670,99451.08957476394
756,99501.86403099084
717,251056.4345607921
1032,162716.28879051577
852,235515.21864512266
1731,170962.10325621456
2639,125077.4586665122
2071,62238.208931975634
1267,141167.9972017095
1851,189172.34459105326
567,169597.2954232575
2439,225967.45673051273
1898,157929.55726570153
647,169927.2299549368
2256,242147.24359489663
979,103823.32332697144
1444,231448.1775687769
2485,118517.53433044472
157,128288.6295945126
88,124861.55577130783
2003,105786.74380965301
186,208103.29468619506
1425,252619.95637127187
2695,127817.52857939061
738,116720.82195016328
395,159595.33543086165
1353,153604.44912803307
1878,146799.17394302544
390,162541.03502858264
1456,242689.5031811841
1103,297776.80094139016
1387,136546.2767082975
2070,162998.91249431405
1199,166127.44945004472
2479,186934.7766413736
501,303607.2797167912
2362,85475.11590953196
1718,213855.95297178518
2188,101076.0101174835
1483,182343.60060165482
2557,87702.61046180544
437,329113.09420022636
2224,200005.93396579585
1628,197437.3263372719
397,137640.38216405423
587,215561.1198069507
2182,495858.61586277647
971,148805.63270829487
2611,143878.47173841318
1887,73681.21626189089
2399,345811.92638535897
2148,212406.17782792688
304,132397.13279431855
1997,147326.4565613294
2817,133914.97667777204
1431,215129.4200620709
427,317294.37634251034
263,125935.9780176029
598,192677.11337029122
2895,245978.96783222008
687,139692.6557549195
1822,138616.32265805962
2191,105004.93307864518
179,106360.9659468977
1009,220249.12700242817
2010,119181.76836675908
1991,148376.23273117284
1411,207983.81562380432
1721,226500.17448866702
1144,201834.15229198645
593,215656.46855840983
575,318050.12675898906
1249,175950.43934941103
1604,116131.77848075327
1064,300425.56443455245
1923,153234.42167616525
1988,106474.597695582
2325,186336.41828238277
114,203009.87670112352
2700,167550.06098546713
217,130719.25428782441
343,194342.44961381418
386,223987.1217861764
2005,111916.96266153225
2908,120274.14706881627
1814,244219.68544609856
2446,422037.69054605183
208,164332.01226068067
1679,123416.30799229434
822,329415.7220784561
6,200855.01319341364
1781,357125.2988507844
2397,288263.15422892943
2340,280334.41369171464
1618,165778.28854611647
2843,153216.9623948978
1061,334103.9861335334
2786,113347.72763278412
1935,136598.42273209084
1341,134826.83876417446
521,265469.50836058677
2136,153703.37763054582
996,206111.73545666545
227,145798.56669393613
135,178375.3342558717
1167,160182.7672476622
294,226004.4319564767
1776,190501.0994745214
540,182150.69809769402
1717,212842.13682629706
2303,126287.03816406416
116,188319.3904546721
127,143444.9666053551
1371,127716.35462335055
1014,157097.98409406346
1507,94365.51760005813
702,142614.0086349586
750,153071.13373244728
261,143950.9213250471
1559,63569.763831190314
577,217318.50249611682
2812,200470.76634583907
2080,151780.36850623856
1368,114033.13518289644
2376,133854.946962288
659,129871.11018269094
1235,128053.87003678476
332,72415.89206079936
1917,144745.8621832658
2094,260927.52011771698
1460,263083.74249990145
1471,237124.77770637142
1509,115472.53837132297
1922,126221.44209954324
433,402623.2535433627
460,268092.5346594496
1116,238213.1729405477
1137,168829.229678397
53,192829.1433399858
2354,252018.7626927788
1475,200373.49756212943
1761,294571.69569044316
842,127844.45038120697
2739,188356.53030765444
2509,161191.92893675558
1007,209809.04022051298
2610,191247.62691116834
1952,92233.46523972106
2719,174168.03732056054
2921,89364.57126191084
1966,130041.28056538265
292,122231.36050471215
1204,202383.5085725281
1829,267653.941761779
2419,196410.0178347601
391,166939.94411875962
798,109258.28143270678
481,223100.6972502979
193,199618.55502107553
555,116534.11375005607
899,52636.99538285077
2357,202227.64595271
328,149462.45699212805
1356,108215.36264633732
1154,93978.63818265974
1730,200151.2247222586
2249,170380.52331383646
1119,277750.6151454251
2856,149520.96021390273
1394,118064.80152626245
2587,116348.43350352273
61,294683.2530115435
2661,180902.21115058483
2711,116238.8636664398
1147,201171.75362637307
757,147199.36335347802
2623,74097.11584109892
2378,154109.87734596556
1413,154728.00120287994
1722,220595.10953735863
1112,238951.0248252825
1623,194948.78920946893
1201,214899.29268289544
1513,123159.7301040354
957,406336.0984183932
1171,260974.90064805083
1145,204389.41800682104
2726,227798.91720950897
703,141394.23467147045
760,117328.66189808154
1964,142227.94006308093
2512,193508.5738898908
159,122224.25321827672
1281,181351.6456517302
468,207906.1338240093
290,136618.30708106718
665,113167.6646244901
1463,246720.9374676597
1792,214113.62586380803
923,135340.67192735945
500,271571.28228429385
1408,164097.01392728832
331,80019.43203868052
170,161132.11992695765
2192,92785.06774843976
2571,165308.27594649547
2314,178322.4674809122
2647,89711.54089042103
422,382266.1155496285
2457,323260.5442680049
1838,197139.09907366216
2805,245573.6469416711
1645,157261.61900391575
1711,285805.66357875406
2825,250385.24051881657
322,321972.86518421967
2103,260091.04726998514
342,112752.2850193322
600,125717.29980722585
488,179676.34270330975
1725,285403.55369660235
2246,280275.01531383686
2847,147133.31610938246
806,238491.25883750018
530,231351.84029067276
963,203291.14900276027
2678,109744.56791341257
171,92011.4993476964
2401,377726.60716014646
805,234075.67938584392
2259,264961.2613765981
1748,216337.48381792667
1361,132086.52979578488
1677,125219.33526441145
1406,175115.7202527552
2322,241718.55787371576
688,157354.8042363087
143,131316.52484957824
804,222883.64442652476
1214,177362.76046903396
2828,153633.38785946506
1999,196575.20415005536
2467,184482.9895934154
2665,159280.5584958145
1538,326175.918170077
398,116708.9571621796
2822,143238.3044498704
2157,168692.84625114407
1856,200531.21656294345
1269,89651.93947448586
2570,102734.79002476762
2320,239343.75882397214
1517,124980.35759869323
2304,109047.02618980968
1312,95488.94942194491
2012,128751.24471651955
506,244020.250021018
2865,200250.51225976448
2367,114801.9932266973
554,94362.68651791269
238,136728.1066773468
1954,102452.09121578286
2488,133676.03211390605
2291,82699.50470570046
1969,90903.68226081308
2725,172524.8575203807
1482,178676.7121681933
